Unified_url,Reachable_URL,Time_stamp_if_exist,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,word_dic,Special_mark,sub_domain,Contain_IP_Adress,levenshtein_distance,Alexa_rank,Status_code
"http://id19.criciuma.sc.gov.br
",1,0,0,0,0,8,0,0.06896551724137931,0,4,0,21.951776649746193,0,200
"http://id19.doisvizinhos.pr.gov.br
",0,0,0,0,0,11,0,0.06060606060606061,0,4,0,24.870558375634516,0,200
"http://id19.es
",1,0,0,0,0,4,0,0.15384615384615385,0,1,0,18.15989847715736,0,200
"http://id19.figshare.com
",1,0,0,0,0,6,0,0.08695652173913043,0,2,0,17.992385786802032,0,200
"http://id19.gob.es
",1,0,0,0,0,5,0,0.11764705882352941,0,2,0,18.14467005076142,0,200
"http://id19.govt.nz
",1,0,0,0,0,5,0,0.1111111111111111,0,2,0,17.934010152284262,0,200
"http://id19.ifnoar.com.br
",0,0,0,0,0,8,0,0.08333333333333333,0,3,0,18.992385786802032,0,200
"http://id19.lapig.iesa.ufg.br
",1,0,0,0,0,10,0,0.07142857142857142,0,4,0,21.961928934010153,0,200
"http://id19.nhp.gov.in
",1,0,0,0,0,7,0,0.09523809523809523,0,3,0,18.84263959390863,0,200
"http://id19.oracle.com
",1,0,0,0,0,5,0,0.09523809523809523,0,2,0,16.95939086294416,0,200
"http://id19.unimedsudoeste.com.br
",0,0,0,0,0,9,0,0.0625,0,3,0,23.190355329949238,0,200
"http://id19healthbot.cdc.gov
",1,0,0,0,0,7,0,0.07407407407407407,0,2,0,20.80710659898477,0,200
"http://id19india.org
",1,0,0,0,0,5,0,0.10526315789473684,0,1,0,18.16243654822335,0,200
"http://id19japan.com
",1,0,0,0,0,5,0,0.10526315789473684,0,1,0,17.109137055837564,0,200
"http://id19nasfavelas.meurio.org.br
",0,0,0,0,0,11,0,0.058823529411764705,0,3,0,25.401015228426395,0,200
"http://id19sa.org
",1,0,0,0,0,6,0,0.125,0,1,0,18.15736040609137,0,200
"http://idcuritiba.com.br
",0,0,0,0,0,5,0,0.08695652173913043,0,2,0,18.421319796954315,0,200
"http://ovid19.ie
",1,0,0,0,0,4,0,0.13333333333333333,0,1,0,17.190355329949238,0,200
"http://h-coronavirus.ch
",1,0,0,0,0,4,0,0.09090909090909091,1,1,0,17.002538071065988,0,200
"http://.ie
",1,20191123200340,1,0,0,2,0,0.2222222222222222,0,1,0,19.375634517766496,0,200
"http://covid19form.com
",1,0,0,0,0,6,0,0.09523809523809523,0,1,0,16.35786802030457,0,200
"http://covidresearch.com
",1,0,0,0,0,5,0,0.08695652173913043,0,1,0,16.873096446700508,0,200
"http://pabot-covid19.ai
",1,0,0,0,0,8,0,0.09090909090909091,1,1,0,17.34771573604061,0,200
"http://pabot-covid19.app
",1,0,0,0,0,7,0,0.08695652173913043,1,1,0,17.95939086294416,0,200
"http://pabot-covid19.es
",1,0,0,0,0,7,0,0.09090909090909091,1,1,0,17.30710659898477,0,200
"http://pabot-covid19.eu
",1,0,0,0,0,7,0,0.09090909090909091,1,1,0,17.30710659898477,0,200
"http://pabot-covid19.gob.es
",1,0,0,0,0,8,0,0.07692307692307693,1,2,0,19.096446700507613,0,200
"http://pabot-covid19.net
",1,0,0,0,0,7,0,0.08695652173913043,1,1,0,17.906091370558375,0,200
"http://pabot-covid19.org
",1,0,0,0,0,7,0,0.08695652173913043,1,1,0,17.766497461928935,0,200
"http://pabotcovid19.ai
",1,0,0,0,0,8,0,0.09523809523809523,0,1,0,17.15736040609137,0,200
"http://pabotcovid19.app
",1,0,0,0,0,7,0,0.09090909090909091,0,1,0,17.738578680203045,0,200
"http://pabotcovid19.es
",1,0,0,0,0,7,0,0.09523809523809523,0,1,0,17.114213197969544,0,200
"http://pabotcovid19.eu
",1,0,0,0,0,7,0,0.09523809523809523,0,1,0,17.124365482233504,0,200
"http://pabotcovid19.gob.es
",1,0,0,0,0,8,0,0.08,0,2,0,18.756345177664976,0,200
"http://pabotcovid19.net
",1,0,0,0,0,7,0,0.09090909090909091,0,1,0,17.67766497461929,0,200
"http://pabotcovid19.org
",1,0,0,0,0,7,0,0.09090909090909091,0,1,0,17.51522842639594,0,200
"http://covid19.ie
",1,0,0,0,0,5,0,0.125,0,1,0,16.5253807106599,0,200
"http://o-coronavirus.be
",1,0,0,0,0,4,0,0.09090909090909091,1,1,0,17.451776649746193,0,200
"http://toscontracoronavirus.com.br
",0,0,0,0,0,7,0,0.06060606060606061,0,2,0,21.949238578680202,0,200
"http://v2019.live
",0,0,0,0,0,4,0,0.125,0,1,0,19.022842639593907,0,200
"http://ocoronavirus.recife.pe.gov.br
",1,0,0,0,0,7,0,0.05714285714285714,0,4,0,24.695431472081218,0,200
"http://p-coronavirus.ch
",0,0,0,0,0,4,0,0.09090909090909091,1,1,0,16.977157360406093,0,200
"http://ontracoronavirus.pe.gov.br
",0,0,0,0,0,7,0,0.0625,0,3,0,22.441624365482234,0,200
"http://oronavirus.co.za
",1,0,0,0,0,7,0,0.09090909090909091,0,2,0,17.309644670050762,0,200
"http://lucascoronavirus.com.br
",0,0,0,0,0,5,0,0.06896551724137931,0,2,0,19.79187817258883,0,200
"http://anocoronavirus.com.br
",1,0,0,0,0,6,0,0.07407407407407407,0,2,0,18.68274111675127,0,200
"http://p-coronavirus.ch
",0,0,0,0,0,4,0,0.09090909090909091,1,1,0,16.977157360406093,0,200
"http://medcontracoronavirus.com.br
",0,0,0,0,0,6,0,0.06060606060606061,0,2,0,22.022842639593907,0,200
"http://sourascontraocorona.com.br
",0,0,0,0,0,8,0,0.0625,0,2,0,21.944162436548222,0,200
"http://uscorona.cl
",1,0,0,0,0,4,0,0.11764705882352941,0,1,0,16.631979695431472,0,200
"http://covid.sicredi.com.br
",1,0,0,0,0,7,0,0.07692307692307693,0,3,0,18.79187817258883,0,200
"http://.contracovid.com.br
",1,0,0,0,0,6,0,0.08,0,3,0,17.64213197969543,0,200
