Freenom_TLD,Suspecious_TLD,Word_ratio,Contain_number,Length_of_domain,Contain_dash,Number_of_sub_domain,Contain_IP
0,0,0.08333333333333333,0,6,0,2,0
0,0,0.07692307692307693,0,4,0,2,0
0,0,0.1,0,4,0,2,0
0,0,0.07692307692307693,0,8,1,3,1
0,0,0.058823529411764705,0,11,1,3,0
0,0,0.07142857142857142,0,8,1,3,0
0,0,0.07407407407407407,0,6,1,2,0
0,0,0.08695652173913043,0,9,1,3,0
0,0,0.05714285714285714,0,9,1,3,0
0,0,0.1111111111111111,0,7,1,3,0
0,0,0.08695652173913043,0,9,1,4,0
0,0,0.09090909090909091,0,7,1,3,0
0,0,0.2222222222222222,0,4,1,1,0
0,0,0.15384615384615385,0,5,1,2,0
0,0,0.14285714285714285,0,6,1,2,0
0,0,0.15384615384615385,0,5,1,2,0
0,0,0.09090909090909091,0,8,1,3,0
0,0,0.1111111111111111,0,7,1,2,0
0,0,0.1111111111111111,0,7,1,3,0
0,0,0.11764705882352941,0,7,1,3,0
0,0,0.08695652173913043,0,7,1,3,0
0,0,0.10526315789473684,0,6,1,3,0
0,0,0.1111111111111111,0,6,1,3,0
0,0,0.11764705882352941,0,7,1,3,0
0,0,0.06666666666666667,0,8,1,3,0
0,0,0.14285714285714285,0,5,1,2,0
0,0,0.09090909090909091,0,6,1,2,0
0,0,0.07142857142857142,0,10,1,3,0
0,0,0.03508771929824561,0,14,1,4,0
0,0,0.16666666666666666,0,4,1,1,0
0,0,0.08,0,5,1,2,0
0,0,0.1,0,8,1,3,0
0,0,0.1,0,6,1,2,0
0,0,0.11764705882352941,0,5,0,2,0
0,0,0.13333333333333333,0,6,0,3,0
0,0,0.14285714285714285,0,4,0,2,0
0,0,0.14285714285714285,0,6,0,3,0
0,0,0.08333333333333333,0,6,0,4,0
0,0,0.1,0,6,0,2,0
0,0,0.06666666666666667,0,8,0,4,0
0,0,0.18181818181818182,0,5,0,2,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.125,0,6,0,3,0
0,0,0.14285714285714285,0,5,0,3,0
0,0,0.07407407407407407,0,9,0,4,0
0,0,0.08695652173913043,0,7,0,3,0
0,0,0.08,0,7,0,4,0
0,0,0.125,0,6,0,3,0
0,0,0.10526315789473684,0,7,0,4,0
0,0,0.14285714285714285,0,5,0,3,0
0,0,0.15384615384615385,0,6,0,3,0
0,0,0.13333333333333333,0,6,0,3,0
0,0,0.14285714285714285,0,5,0,3,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.14285714285714285,0,6,0,3,0
0,0,0.08695652173913043,0,7,1,2,0
0,0,0.1,0,7,1,3,0
0,0,0.07142857142857142,0,8,1,2,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.11764705882352941,0,6,0,3,0
0,0,0.09523809523809523,0,8,0,3,0
0,0,0.1,0,8,0,3,0
0,0,0.10526315789473684,0,6,0,3,0
0,0,0.125,0,5,0,2,0
0,0,0.1,0,9,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.10526315789473684,0,8,0,3,0
0,0,0.08695652173913043,0,8,1,3,0
0,0,0.125,0,7,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.125,0,6,0,3,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.08333333333333333,0,8,0,4,0
0,0,0.13333333333333333,0,6,0,3,0
0,0,0.07142857142857142,0,11,0,4,0
0,0,0.125,0,7,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.08695652173913043,0,9,0,3,0
0,0,0.13333333333333333,0,5,0,2,0
0,0,0.25,0,4,0,1,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.1111111111111111,0,6,0,2,0
0,0,0.10526315789473684,0,8,0,3,0
0,0,0.07407407407407407,0,9,0,3,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.09090909090909091,0,8,0,3,0
0,0,0.1111111111111111,0,7,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.1,0,7,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.10526315789473684,0,8,0,3,0
0,0,0.1111111111111111,0,5,0,2,0
0,0,0.1111111111111111,0,6,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.13333333333333333,0,6,0,3,0
0,0,0.09090909090909091,0,7,0,3,0
0,0,0.09090909090909091,0,9,0,3,0
0,0,0.1,0,6,0,3,0
0,0,0.1,0,6,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.08695652173913043,0,10,0,4,0
0,0,0.1,0,6,0,3,0
0,0,0.1,0,7,0,3,0
0,0,0.1,0,8,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.1111111111111111,0,7,0,3,0
0,0,0.1111111111111111,0,5,0,2,0
0,0,0.1,0,8,0,4,0
0,0,0.125,0,6,0,2,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.125,0,6,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.04878048780487805,0,12,0,4,0
0,0,0.125,0,5,0,2,0
0,0,0.08333333333333333,0,9,0,3,0
0,0,0.1,0,9,0,3,0
0,0,0.07692307692307693,0,6,0,3,0
0,0,0.07407407407407407,0,9,0,4,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.10526315789473684,0,8,1,3,0
0,0,0.125,0,7,0,3,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.09090909090909091,0,8,0,3,0
0,0,0.07407407407407407,0,9,0,3,0
0,0,0.11764705882352941,0,7,0,3,0
0,0,0.0625,0,11,0,3,0
0,0,0.14285714285714285,0,6,0,2,0
0,0,0.10526315789473684,0,6,0,3,0
0,0,0.09523809523809523,0,8,0,3,0
0,0,0.125,0,7,0,3,0
0,0,0.09523809523809523,0,9,0,3,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.09523809523809523,0,8,0,2,0
0,0,0.09090909090909091,0,6,0,2,0
0,0,0.07407407407407407,0,7,0,2,0
0,0,0.07407407407407407,0,7,0,3,0
0,0,0.09090909090909091,0,7,0,2,0
0,0,0.14285714285714285,0,5,0,1,0
0,0,0.14285714285714285,0,5,0,1,0
0,0,0.1,0,7,0,2,0
0,0,0.09090909090909091,0,7,0,2,0
0,0,0.10526315789473684,0,8,0,3,0
0,0,0.09090909090909091,0,8,0,2,0
0,0,0.09523809523809523,0,7,0,2,0
0,0,0.06896551724137931,0,11,0,3,0
0,0,0.1111111111111111,0,7,0,2,0
0,0,0.05263157894736842,0,14,1,4,0
0,0,0.18181818181818182,0,6,0,1,0
0,0,0.07407407407407407,0,11,0,3,0
0,0,0.06451612903225806,0,13,0,4,0
0,0,0.0625,0,7,0,2,0
0,0,0.05714285714285714,0,8,1,2,0
0,0,0.08695652173913043,0,10,1,3,0
0,0,0.09090909090909091,0,10,0,3,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.125,0,5,0,2,0
0,0,0.058823529411764705,0,8,0,3,0
0,0,0.1111111111111111,0,5,0,2,0
0,0,0.07692307692307693,0,6,0,3,0
0,0,0.13333333333333333,0,6,0,2,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.08695652173913043,0,8,0,3,0
0,0,0.07692307692307693,0,10,0,4,0
0,0,0.125,0,5,0,2,0
0,0,0.11764705882352941,0,6,0,2,0
0,0,0.1111111111111111,0,6,0,2,0
0,0,0.13333333333333333,0,6,0,2,0
0,0,0.08,0,6,0,2,0
0,0,0.125,0,5,0,2,0
0,0,0.08695652173913043,0,6,0,2,0
0,0,0.08695652173913043,0,8,0,3,0
0,0,0.1,0,7,0,2,0
0,0,0.07407407407407407,0,8,0,3,0
0,0,0.1111111111111111,0,7,0,3,0
0,0,0.125,0,5,0,3,0
0,0,0.2857142857142857,0,3,0,2,0
0,0,0.2,0,5,0,1,0
0,0,0.09523809523809523,0,6,0,2,0
0,0,0.08333333333333333,0,8,0,3,0
0,0,0.08,0,7,0,4,0
0,0,0.125,0,5,0,3,0
0,0,0.2222222222222222,0,3,0,2,0
0,0,0.08695652173913043,0,5,0,2,0
0,0,0.05405405405405406,0,7,0,5,0
0,0,0.25,0,4,0,2,0
0,0,0.10526315789473684,0,6,1,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.13333333333333333,0,6,0,2,0
0,0,0.2857142857142857,0,2,0,1,0
0,0,0.09090909090909091,0,5,0,2,0
0,0,0.05555555555555555,0,11,0,3,0
0,0,0.15384615384615385,0,4,0,2,0
0,0,0.10526315789473684,0,8,0,3,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.11764705882352941,0,6,0,2,0
0,0,0.18181818181818182,0,4,0,2,0
0,0,0.11764705882352941,0,3,0,2,0
0,0,0.09523809523809523,0,5,0,2,0
0,0,0.05405405405405406,0,6,1,3,0
0,0,0.08,0,9,0,4,0
0,0,0.4,0,2,0,1,0
0,0,0.11764705882352941,0,4,1,1,0
0,0,0.13333333333333333,0,6,0,2,0
0,0,0.08695652173913043,0,5,0,4,0
0,0,0.18181818181818182,0,5,0,2,0
0,0,0.25,0,3,0,1,0
0,0,0.11764705882352941,0,6,0,2,0
0,0,0.10526315789473684,0,6,0,2,0
0,0,0.09090909090909091,0,6,0,2,0
0,0,0.4,0,3,0,1,0
0,0,0.5,0,3,0,1,0
0,0,0.5,0,2,0,1,0
0,0,0.2,0,2,0,1,0
0,0,0.2,0,4,0,2,0
0,0,0.14285714285714285,0,5,0,2,0
0,0,0.1111111111111111,0,7,0,2,0
0,0,0.2,0,3,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.125,0,6,0,1,0
0,0,0.1111111111111111,0,5,0,1,0
0,0,0.11764705882352941,0,8,1,1,0
0,0,0.1111111111111111,0,7,1,1,0
0,0,0.11764705882352941,0,7,1,1,0
0,0,0.11764705882352941,0,7,1,1,0
0,0,0.09523809523809523,0,8,1,2,0
0,0,0.1111111111111111,0,7,1,1,0
0,0,0.1111111111111111,0,7,1,1,0
0,0,0.125,0,8,0,1,0
0,0,0.11764705882352941,0,7,0,1,0
0,0,0.125,0,7,0,1,0
0,0,0.125,0,7,0,1,0
0,0,0.1,0,8,0,2,0
0,0,0.11764705882352941,0,7,0,1,0
0,0,0.11764705882352941,0,7,0,1,0
0,0,0.2,0,4,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.18181818181818182,0,5,0,1,0
0,0,0.05405405405405406,0,10,1,5,0
0,0,0.13333333333333333,0,6,0,2,0
0,0,0.125,0,7,1,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.1111111111111111,0,7,1,2,0
0,0,0.25,0,4,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.16666666666666666,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2,0,2,0,1,0
0,0,0.1111111111111111,0,5,0,2,0
0,0,0.5,0,2,0,1,0
0,0,0.2,0,3,0,2,0
0,0,0.11764705882352941,0,3,1,1,0
0,0,0.09523809523809523,0,4,1,2,0
0,0,0.25,0,4,0,2,0
0,0,0.125,0,7,0,2,0
0,0,0.14285714285714285,0,5,0,2,0
0,0,0.4,0,3,0,1,0
0,0,0.2857142857142857,0,3,0,2,0
0,0,0.07142857142857142,0,7,0,2,0
0,0,0.14285714285714285,0,4,0,2,0
0,0,0.14285714285714285,0,6,0,2,0
0,0,0.2,0,5,0,2,0
0,0,0.16666666666666666,0,3,0,2,0
0,0,0.06666666666666667,0,7,0,2,0
0,0,0.14285714285714285,0,4,0,1,0
0,0,0.16666666666666666,0,3,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.08333333333333333,0,6,0,3,0
0,0,0.16666666666666666,0,3,0,2,0
0,0,0.16666666666666666,0,4,0,2,0
0,0,0.4,0,3,0,1,0
0,0,0.09523809523809523,0,4,1,1,0
0,0,0.25,0,4,0,2,0
0,0,0.16666666666666666,0,5,0,2,0
0,0,0.06896551724137931,0,6,0,3,0
0,0,0.07407407407407407,0,9,1,4,0
0,0,0.04878048780487805,0,9,0,4,0
0,0,0.07142857142857142,0,7,0,3,0
0,0,0.07692307692307693,0,7,0,4,0
0,0,0.06666666666666667,0,10,0,3,0
0,0,0.1111111111111111,0,5,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.1,0,6,0,2,0
0,0,0.18181818181818182,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.5,0,2,0,1,0
0,0,0.2,0,4,0,2,0
0,0,0.2,0,2,0,1,0
0,0,0.4,0,2,0,1,0
0,0,0.16666666666666666,0,3,0,2,0
0,0,0.2857142857142857,0,3,0,2,0
0,0,0.15384615384615385,0,4,0,2,0
0,0,0.2,0,3,0,2,0
0,0,0.2222222222222222,0,3,0,2,0
0,0,0.07142857142857142,0,7,0,2,0
0,0,0.2222222222222222,0,3,0,2,0
0,0,0.5,0,2,0,1,0
0,0,0.25,0,3,0,1,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.18181818181818182,0,4,0,1,0
0,0,0.2857142857142857,0,3,0,1,0
0,0,0.10526315789473684,0,7,0,2,0
0,0,0.25,0,3,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.2222222222222222,0,5,0,2,0
0,0,0.09090909090909091,0,6,0,2,0
0,0,0.06666666666666667,0,11,1,4,0
0,0,0.03508771929824561,0,12,1,4,0
0,0,0.03508771929824561,0,11,1,3,0
0,0,0.03389830508474576,0,11,1,7,0
0,0,0.06666666666666667,0,6,0,4,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.25,0,3,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.06666666666666667,0,10,0,3,0
0,0,0.11764705882352941,0,4,1,1,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.18181818181818182,0,5,0,2,0
0,0,0.125,0,6,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.16666666666666666,0,6,0,2,0
0,0,0.07142857142857142,0,10,1,4,0
0,0,0.05714285714285714,0,11,0,3,0
0,0,0.07407407407407407,0,6,0,3,0
0,0,0.25,0,3,0,2,0
0,0,0.13333333333333333,0,4,0,3,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.09523809523809523,0,5,0,3,0
0,0,0.06896551724137931,0,8,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.1,0,5,0,2,0
0,0,0.06451612903225806,0,11,0,3,0
0,0,0.1111111111111111,0,6,1,3,0
0,0,0.08,0,8,0,2,0
0,0,0.3333333333333333,0,3,0,1,0
0,0,0.25,0,2,0,1,0
0,0,0.06666666666666667,0,8,0,4,0
0,0,0.2,0,4,0,2,0
0,0,0.07407407407407407,0,8,0,3,0
0,0,0.08695652173913043,0,6,0,3,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.25,0,3,0,2,0
0,0,0.11764705882352941,0,5,0,2,0
0,0,0.07407407407407407,0,6,0,3,0
0,0,0.05714285714285714,0,10,1,4,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.11764705882352941,0,5,0,2,0
0,0,0.10526315789473684,0,5,0,3,0
0,0,0.08333333333333333,0,5,0,2,0
0,0,0.2,0,4,0,2,0
0,0,0.15384615384615385,0,5,0,3,0
0,0,0.5,0,2,0,1,0
0,0,0.03773584905660377,0,13,1,4,0
0,0,0.16666666666666666,0,3,0,2,0
0,0,0.1,0,7,1,3,0
0,0,0.08333333333333333,0,9,0,4,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2,0,2,0,1,0
0,0,0.09523809523809523,0,8,1,3,0
0,0,0.09090909090909091,0,7,0,2,0
0,0,0.08333333333333333,0,9,1,2,0
0,0,0.2,0,4,0,2,0
0,0,0.11764705882352941,0,6,0,3,0
0,0,0.07692307692307693,0,5,0,2,0
0,0,0.09090909090909091,0,4,0,3,0
0,0,0.1111111111111111,0,6,0,2,0
0,0,0.08695652173913043,0,6,0,2,0
0,0,0.05128205128205128,0,8,0,4,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.18181818181818182,0,5,1,2,0
0,0,0.09523809523809523,0,5,0,2,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.08,0,9,0,2,0
0,0,0.2857142857142857,0,2,0,1,0
0,0,0.25,0,4,0,2,0
0,0,0.18181818181818182,0,4,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.2222222222222222,0,3,0,1,0
0,0,0.2857142857142857,0,2,0,1,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.25,0,4,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.2,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.4,0,3,0,1,0
0,0,0.11764705882352941,0,4,1,1,0
0,0,0.2857142857142857,0,3,0,1,0
0,0,0.25,0,4,0,2,0
0,0,0.25,0,4,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.4,0,3,0,1,0
0,0,0.2857142857142857,0,2,0,1,0
0,0,0.4,0,3,0,1,0
0,0,0.25,0,3,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.16666666666666666,0,4,0,2,0
0,0,0.18181818181818182,0,5,0,2,0
0,0,0.14285714285714285,0,5,0,2,0
0,0,0.14285714285714285,0,5,0,2,0
0,0,0.07142857142857142,0,6,0,2,0
0,0,0.08695652173913043,0,8,0,2,0
0,0,0.18181818181818182,0,4,0,2,0
0,0,0.2,0,4,0,2,0
0,0,0.2857142857142857,0,4,0,2,0
0,0,0.14285714285714285,0,4,0,2,0
0,0,0.10526315789473684,0,6,0,3,0
0,0,0.2857142857142857,0,3,0,1,0
0,0,0.25,0,4,0,2,0
0,0,0.25,0,3,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.07407407407407407,0,10,1,3,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.08333333333333333,0,8,0,2,0
0,0,0.25,0,3,0,2,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.3333333333333333,0,2,0,1,0
0,0,0.25,0,3,0,1,0
0,0,0.2,0,4,0,2,0
0,0,0.2222222222222222,0,4,0,2,0
0,0,0.5,0,2,0,1,0
0,0,0.07407407407407407,0,8,0,2,0
0,0,0.4,0,2,0,1,0
0,0,0.16666666666666666,0,3,0,1,0
0,0,0.06896551724137931,0,10,0,3,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.25,0,4,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.3333333333333333,0,3,0,1,0
0,0,0.25,0,4,0,2,0
0,0,0.05714285714285714,0,13,0,3,0
0,0,0.1,0,6,0,3,0
0,0,0.08333333333333333,0,4,0,3,0
0,0,0.05555555555555555,0,7,0,4,0
0,0,0.11764705882352941,0,3,0,2,0
0,0,0.1,0,4,0,3,0
0,0,0.1,0,4,0,3,0
0,0,0.09090909090909091,0,4,0,3,0
0,0,0.0425531914893617,0,13,0,5,0
0,0,0.07407407407407407,0,10,1,4,0
0,0,0.08333333333333333,0,9,1,4,0
0,0,0.06896551724137931,0,10,0,4,0
0,0,0.07407407407407407,0,8,0,4,0
0,0,0.05714285714285714,0,8,0,4,0
0,0,0.1,0,8,0,4,0
0,0,0.1,0,6,0,3,0
0,0,0.08695652173913043,0,8,0,4,0
0,0,0.06666666666666667,0,11,0,4,0
0,0,0.09523809523809523,0,8,0,4,0
0,0,0.10526315789473684,0,7,0,4,0
0,0,0.09523809523809523,0,8,0,4,0
0,0,0.08695652173913043,0,9,1,4,0
0,0,0.07692307692307693,0,9,0,4,0
0,0,0.1111111111111111,0,7,0,3,0
0,0,0.05,0,9,0,4,0
0,0,0.1,0,6,0,3,0
0,0,0.10526315789473684,0,6,0,3,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.09523809523809523,0,7,0,3,0
0,0,0.10526315789473684,0,7,0,3,0
0,0,0.09090909090909091,0,8,1,3,0
0,0,0.08333333333333333,0,7,0,3,0
0,0,0.06451612903225806,0,9,0,4,0
0,0,0.07142857142857142,0,8,0,4,0
0,0,0.18181818181818182,0,3,0,2,0
0,0,0.15384615384615385,0,5,0,2,0
0,0,0.25,0,4,0,2,0
