Unified_url,Reachable_URL,Time_stamp_if_exist,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,word_dic,Special_mark,sub_domain,Contain_IP_Adress,levenshtein_distance,Alexa_rank,Status_code
http://coronagame2.co.vu,1,0,0,0,0,6,0,0.09090909090909091,0,2,0,17.098984771573605,45676,200
http://coronagame3.co.vu,1,0,0,0,0,6,0,0.09090909090909091,0,2,0,17.096446700507613,45676,200
http://coronagame4.co.vu,1,0,0,0,0,6,0,0.09090909090909091,0,2,0,17.114213197969544,45676,200
http://coronamask.space,1,0,0,0,0,4,0,0.09523809523809523,0,1,0,17.66497461928934,0,200
http://coronanow.kr,1,20200608061111,1,0,0,4,0,0.11764705882352941,0,1,0,16.616751269035532,342375,200
http://coronasmask.space,1,0,0,0,0,4,0,0.09090909090909091,0,1,0,17.987309644670052,0,200
http://coronate-sounds.000webhostapp.com,1,0,0,0,0,9,0,0.05263157894736842,1,2,0,25.624365482233504,4206,200
http://coronation.ml,1,0,0,1,1,3,0,0.1111111111111111,0,1,0,16.46446700507614,0,200
http://coronatoken.org,1,20200321195226,1,0,0,4,0,0.1,0,1,0,16.70812182741117,3478037,200
http://coronavgame1.atwebpages.com,1,0,0,0,0,8,0,0.0625,0,2,0,21.70812182741117,0,200
http://coronavgame2.atwebpages.com,1,0,0,0,0,8,0,0.0625,0,2,0,21.753807106598984,0,200
http://coronavgame3.atwebpages.com,1,0,0,0,0,8,0,0.0625,0,2,0,21.748730964467004,0,200
http://coronavirus-help.uk,1,0,0,0,0,4,0,0.08333333333333333,1,1,0,18.46954314720812,0,200
http://coronavirus-in.space,1,0,0,0,0,4,0,0.08,1,1,0,18.65989847715736,0,200
http://coronavirus-news.org.uk,1,0,0,0,0,5,0,0.07142857142857142,1,2,0,20.200507614213198,0,200
http://coronavirus-v-mire.ru,1,0,0,0,0,5,0,0.07692307692307693,1,1,0,19.3248730964467,0,200
http://coronavirusbacktoreality.com,1,0,0,0,0,6,0,0.06060606060606061,0,1,0,21.53045685279188,0,200
http://coronavirusfactory.com,1,0,0,0,0,4,0,0.07407407407407407,0,1,0,17.906091370558375,0,200
http://coronavirusfeedback.com,1,0,0,0,0,4,0,0.07142857142857142,0,1,0,18.69289340101523,0,200
http://coronavirusfinancial.net,1,0,0,0,0,4,0,0.06896551724137931,0,1,0,20.779187817258883,0,200
http://coronavirushazard.com,1,0,0,0,0,4,0,0.07692307692307693,0,1,0,17.423857868020306,8151578,200
http://coronavirusinasec.000webhostapp.com,1,0,0,0,0,9,0,0.05,0,2,0,26.748730964467004,4206,200
http://coronavirusnews.000webhostapp.com,1,0,0,0,0,8,0,0.05263157894736842,0,2,0,25.5253807106599,4206,200
http://coronavirusonooeir.huidps.com,1,0,0,0,0,8,0,0.058823529411764705,0,2,0,22.093908629441625,0,200
http://coronavirusonooeir.luxciosoiop.com,1,0,0,0,0,11,0,0.05128205128205128,0,2,0,25.9746192893401,0,200
http://coronavirussms.com,1,0,0,0,0,4,0,0.08695652173913043,0,1,0,16.043147208121827,7919725,200
http://coronavirustrouble.com,1,0,0,0,0,4,0,0.07407407407407407,0,1,0,17.961928934010153,0,200
http://coronavirusu.info,1,0,0,0,0,4,0,0.09090909090909091,0,1,0,17.28680203045685,0,200
http://coronawatch.eu,1,20200408005621,1,0,0,4,0,0.10526315789473684,0,1,0,16.977157360406093,0,200
http://coronawire.com,1,20050204023352,1,0,0,4,0,0.10526315789473684,0,1,0,14.812182741116752,0,200
http://coronawire.in,1,0,0,0,0,4,0,0.1111111111111111,0,1,0,16.439086294416242,0,200
http://coronawires.com,1,0,0,0,0,4,0,0.1,0,1,0,14.868020304568528,0,200
http://coronbeer.com,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,15.246192893401016,0,200
http://cottonbeatscovid.com,1,0,0,0,0,6,0,0.08,0,1,0,16.522842639593907,0,200
http://courseaholic.com,1,20110131085652,1,0,0,6,0,0.09523809523809523,0,1,0,15.66497461928934,0,200
http://covid--19-shop.rf.gd,1,0,0,0,0,7,0,0.08,1,2,0,19.67766497461929,16738,200
http://covid-19.bdtime.news,1,0,0,0,0,7,0,0.08,1,2,0,19.718274111675125,0,200
http://covid-19.xxx-wa.com,1,0,0,0,0,7,0,0.08333333333333333,1,2,0,17.83248730964467,0,200
http://covid-192.godaddysites.com,1,0,0,0,0,7,0,0.06451612903225806,1,2,0,21.266497461928935,18445,200
http://covid-19art.com,1,0,0,0,0,6,0,0.1,1,1,0,15.555837563451776,0,200
http://covid-19coronavirus.co.uk,1,0,0,0,0,7,0,0.06666666666666667,1,2,0,20.13705583756345,0,200
http://covid-19finance.co.uk,1,0,0,0,0,7,0,0.07692307692307693,1,2,0,18.880710659898476,0,200
http://covid-19rc.com,1,0,0,0,0,6,0,0.10526315789473684,1,1,0,15.362944162436548,0,200
http://covid.seguranca-bb.info,1,0,0,0,0,7,0,0.07142857142857142,1,2,0,20.96446700507614,0,200
http://covid19---shop.rf.gd,1,0,0,0,0,7,0,0.08,1,2,0,19.65736040609137,16738,200
http://covid19-credits.com,1,0,0,0,0,6,0,0.08333333333333333,1,1,0,16.725888324873097,0,200
http://covid19-finance.co.uk,1,0,0,0,0,7,0,0.07692307692307693,1,2,0,18.865482233502537,0,200
http://covid19-infor.net,1,0,0,0,0,7,0,0.09090909090909091,1,1,0,17.918781725888326,0,200
http://covid19-seguranca.autosmsbb.com,1,0,0,0,0,10,0,0.05555555555555555,1,2,0,24.601522842639593,0,200
http://covid19-survei.000webhostapp.com,1,0,0,0,0,12,0,0.05405405405405406,1,2,0,25.423857868020306,4206,200
http://covid19-vat.rf.gd,1,0,0,0,0,7,0,0.09090909090909091,1,2,0,17.956852791878173,16738,200
http://covid19.id-airbnb.com,0,0,0,0,0,9,0,0.07692307692307693,1,2,0,18.17005076142132,0,200
http://covid19.seguranca-bb.info,1,0,0,0,0,8,0,0.06666666666666667,1,2,0,22.380710659898476,0,200
http://covid19bireyseliadeniz.com,1,0,0,0,0,10,0,0.06451612903225806,0,1,0,20.98477157360406,10332428,200
http://covid19evdekalaidatinial.com,1,0,0,0,0,11,0,0.06060606060606061,0,1,0,22.555837563451778,0,200
http://covid19fund.co.uk,1,0,0,0,0,7,0,0.09090909090909091,0,2,0,17.365482233502537,0,200
http://covid19healthcare.000webhostapp.com,1,0,0,0,0,10,0,0.05,0,2,0,27.553299492385786,4206,200
http://covid19hosting.co.uk,1,0,0,0,0,7,0,0.08,0,2,0,18.29187817258883,0,200
http://covid19lssuedbill.com,1,0,0,0,0,8,0,0.07692307692307693,0,1,0,18.4746192893401,0,200
http://covid19partnership.000webhostapp.com,1,0,0,0,0,10,0,0.04878048780487805,0,2,0,28.294416243654823,4206,200
http://covid19peticija.000webhostapp.com,1,0,0,0,0,12,0,0.05263157894736842,0,2,0,26.266497461928935,4206,200
http://covid19retailpulselive.com,1,0,0,0,0,8,0,0.06451612903225806,0,1,0,21.20304568527919,1218099,200
http://covid19voip.com,1,0,0,0,0,6,0,0.1,0,1,0,15.3248730964467,0,200
http://covid2019colpatria.com.co,1,0,0,0,0,8,0,0.06666666666666667,0,2,0,20.611675126903553,0,200
http://covidcro.tk,1,0,0,1,1,5,0,0.125,0,1,0,16.34010152284264,0,200
http://covidguide.guru,1,0,0,0,0,5,0,0.1,0,1,0,17.66243654822335,0,200
http://covidi9.gq,1,0,0,1,1,5,0,0.13333333333333333,0,1,0,16.461928934010153,0,200
http://covidreamz.com,1,0,0,0,0,6,0,0.10526315789473684,0,1,0,15.357868020304569,0,200
http://covidsome.com,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,15.0,0,200
http://cracovidfunds.com,1,0,0,0,0,6,0,0.09090909090909091,0,1,0,16.00507614213198,8151585,200
http://craemrcovid19.com,1,0,0,0,0,7,0,0.09090909090909091,0,1,0,15.271573604060913,0,200
http://crookedcovid.com,1,0,0,0,0,5,0,0.09523809523809523,0,1,0,15.096446700507615,0,200
http://crushcovid.net,1,0,0,0,0,5,0,0.10526315789473684,0,1,0,16.35532994923858,0,200
http://csam-corona.be,1,0,0,0,0,5,0,0.10526315789473684,1,1,0,17.096446700507613,0,200
http://curbsidecovid.com,1,0,0,0,0,6,0,0.09090909090909091,0,1,0,15.416243654822335,0,200
http://cutt.ly,1,20200602062028,1,0,0,4,0,0.16666666666666666,0,1,0,18.423857868020306,12898,200
http://dailycorona.bitbyteplay.com,1,0,0,0,0,7,0,0.0625,0,2,0,21.85532994923858,0,200
http://daneili-corus.com,1,0,0,0,0,5,0,0.09090909090909091,1,1,0,16.33502538071066,0,200
http://dati-covid19-psd2.000webhostapp.com,1,0,0,0,0,13,0,0.05,1,2,1,27.527918781725887,4206,200
http://dentalleadgroup.com,1,20190510075218,1,0,0,5,0,0.08333333333333333,0,1,0,17.84010152284264,0,200
http://descovid-19.com,1,0,0,0,0,5,0,0.1,1,1,0,15.393401015228426,0,200
http://dlwbfire.org,1,20180809102015,1,0,0,5,0,0.11764705882352941,0,1,0,17.84517766497462,0,200
http://dostaana.ml,1,0,0,1,1,6,0,0.125,0,1,0,17.576142131979694,0,200
http://dtipgifts.com,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,16.36294416243655,0,200
http://ecolenefiber.com,1,20190731111342,1,0,0,5,0,0.09523809523809523,0,1,0,16.1751269035533,0,200
http://ecovida.ru,1,0,0,0,0,4,0,0.13333333333333333,0,1,0,16.03045685279188,0,200
http://edigishoppee.com,1,0,0,0,0,7,0,0.09523809523809523,0,1,0,16.83248730964467,0,200
http://edumetrix.io,1,0,0,0,0,5,0,0.11764705882352941,0,1,0,17.220812182741117,1643750,200
http://eecovid19-support150.hyundaigiadinhsaigon.com,0,0,0,0,0,11,0,0.04,1,2,0,36.421319796954315,0,200
http://envisioncm.com,1,20190706114038,1,0,0,4,0,0.10526315789473684,0,1,0,15.918781725888325,0,200
http://escalainicial.com.ar,1,20120829045205,1,0,0,8,0,0.08,0,2,0,18.771573604060915,0,200
http://eshop-COVID19.rf.gd,1,0,0,0,0,8,0,0.08333333333333333,1,2,0,20.30203045685279,16738,200
http://eshop-covid19.rf.gd,1,0,0,0,0,8,0,0.08333333333333333,1,2,0,18.18020304568528,16738,200
http://evnt.com.br,1,20190113151727,1,0,0,5,0,0.125,0,2,0,17.34771573604061,0,200
http://faq-coronavirus-financial-help.lsign.site,1,0,0,0,0,8,0,0.043478260869565216,1,2,0,33.83756345177665,0,200
http://faq-coronavirus-financial-help.nsign.me,1,0,0,0,0,8,0,0.045454545454545456,1,2,0,31.779187817258883,0,200
http://financingcovid.com,1,20200527040603,1,0,0,5,0,0.08695652173913043,0,1,0,16.106598984771573,0,200
http://firealarmcemen.com,1,20181105020816,1,0,0,6,0,0.08695652173913043,0,1,0,17.055837563451778,0,200
http://flatheadcovid.org,1,0,0,0,0,5,0,0.09090909090909091,0,1,0,17.30710659898477,0,200
http://fmcg-patterns.com,1,0,0,0,0,5,0,0.09090909090909091,1,1,0,17.16243654822335,0,200
http://footytube.top,1,0,0,0,0,4,0,0.1111111111111111,0,1,0,17.565989847715738,0,200
http://forgecovid.com,1,0,0,0,0,5,0,0.10526315789473684,0,1,0,14.601522842639595,0,200
http://frateemedia.com,1,20191110202940,1,0,0,5,0,0.1,0,1,0,16.19289340101523,0,200
http://fushet.com,1,0,0,0,0,5,0,0.13333333333333333,0,1,0,16.555837563451778,0,200
http://gcoronag.000webhostapp.com,1,0,0,0,0,9,0,0.06451612903225806,0,2,0,21.121827411167512,4206,200
http://gelaallc.com,1,20180807072855,1,0,0,5,0,0.11764705882352941,0,1,0,16.416243654822335,0,200
http://gigaplay.com.br,1,20140621130805,1,0,0,5,0,0.1,0,2,0,18.002538071065988,0,200
http://goovcovid19.com,1,0,0,0,0,6,0,0.1,0,1,0,15.192893401015228,0,200
http://gouvcanada-covid19.com,1,0,0,0,0,8,0,0.07407407407407407,1,1,0,17.624365482233504,0,200
http://hackingcovid.info,1,0,0,0,0,5,0,0.09090909090909091,0,1,0,17.573604060913706,0,200
http://hansonbalirunoug.com,0,0,0,0,0,7,0,0.08,0,1,0,17.972081218274113,4704346,200
http://help-corona.cn,1,0,0,0,0,4,0,0.10526315789473684,1,1,0,16.883248730964468,0,200
http://helptoavoidcoronaa.000webhostapp.com,1,0,0,0,0,11,0,0.04878048780487805,0,2,0,28.01015228426396,4206,200
http://highbrowclothing.com,1,0,0,0,0,4,0,0.08,0,1,0,18.314720812182742,0,200
http://homologacao.xocovid19.com.br,1,0,0,0,0,10,0,0.06060606060606061,0,3,0,22.19796954314721,0,200
http://id-covid19.com,1,0,0,0,0,6,0,0.10526315789473684,1,1,0,14.936548223350254,0,200
http://informecovid.com,1,0,0,0,0,6,0,0.09523809523809523,0,1,0,15.266497461928934,0,200
http://ing.csam-corona.be,1,0,0,0,0,6,0,0.08695652173913043,1,2,0,18.68020304568528,0,200
http://ing.securecovid-19.noez.me,1,0,0,0,0,9,0,0.06451612903225806,1,3,0,21.467005076142133,0,200
http://intellicovid.com,1,0,0,0,0,6,0,0.09523809523809523,0,1,0,15.464467005076141,0,200
http://intercovid.com,1,0,0,0,0,5,0,0.10526315789473684,0,1,0,14.631979695431472,0,200
http://iowacovid.com,1,0,0,0,0,5,0,0.1111111111111111,0,1,0,14.434010152284264,0,200
http://iremoscombaterocovid.ml,1,0,0,1,1,9,0,0.07142857142857142,0,1,0,20.15736040609137,0,200
http://irs-gov.uc.r.appspot.com,1,0,0,0,0,8,0,0.06896551724137931,1,4,0,20.79695431472081,0,200
